data_path,case_name
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01456,BraTS2021_01456
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00607,BraTS2021_00607
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00746,BraTS2021_00746
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00219,BraTS2021_00219
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00297,BraTS2021_00297
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00588,BraTS2021_00588
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00601,BraTS2021_00601
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01532,BraTS2021_01532
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01393,BraTS2021_01393
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01602,BraTS2021_01602
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00110,BraTS2021_00110
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01332,BraTS2021_01332
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00382,BraTS2021_00382
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01204,BraTS2021_01204
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01387,BraTS2021_01387
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00112,BraTS2021_00112
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01531,BraTS2021_01531
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01212,BraTS2021_01212
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01351,BraTS2021_01351
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00734,BraTS2021_00734
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00419,BraTS2021_00419
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00063,BraTS2021_00063
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01627,BraTS2021_01627
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00097,BraTS2021_00097
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01036,BraTS2021_01036
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01230,BraTS2021_01230
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01400,BraTS2021_01400
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01549,BraTS2021_01549
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01425,BraTS2021_01425
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01486,BraTS2021_01486
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01018,BraTS2021_01018
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01303,BraTS2021_01303
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00747,BraTS2021_00747
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00296,BraTS2021_00296
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00170,BraTS2021_00170
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00324,BraTS2021_00324
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00116,BraTS2021_00116
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01576,BraTS2021_01576
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01611,BraTS2021_01611
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01519,BraTS2021_01519
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00605,BraTS2021_00605
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00765,BraTS2021_00765
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00356,BraTS2021_00356
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00089,BraTS2021_00089
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01252,BraTS2021_01252
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00032,BraTS2021_00032
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00802,BraTS2021_00802
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01349,BraTS2021_01349
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00707,BraTS2021_00707
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00820,BraTS2021_00820
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00514,BraTS2021_00514
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01459,BraTS2021_01459
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00072,BraTS2021_00072
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00273,BraTS2021_00273
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01642,BraTS2021_01642
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01285,BraTS2021_01285
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00532,BraTS2021_00532
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01560,BraTS2021_01560
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00654,BraTS2021_00654
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00597,BraTS2021_00597
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00685,BraTS2021_00685
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00599,BraTS2021_00599
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01504,BraTS2021_01504
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00472,BraTS2021_00472
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00504,BraTS2021_00504
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00140,BraTS2021_00140
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01639,BraTS2021_01639
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01505,BraTS2021_01505
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01587,BraTS2021_01587
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01324,BraTS2021_01324
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01026,BraTS2021_01026
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01414,BraTS2021_01414
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01136,BraTS2021_01136
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01608,BraTS2021_01608
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01513,BraTS2021_01513
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00818,BraTS2021_00818
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01605,BraTS2021_01605
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00064,BraTS2021_00064
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01066,BraTS2021_01066
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00178,BraTS2021_00178
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00045,BraTS2021_00045
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00048,BraTS2021_00048
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00389,BraTS2021_00389
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00524,BraTS2021_00524
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01190,BraTS2021_01190
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01162,BraTS2021_01162
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00122,BraTS2021_00122
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01194,BraTS2021_01194
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01435,BraTS2021_01435
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01152,BraTS2021_01152
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01151,BraTS2021_01151
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01092,BraTS2021_01092
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01383,BraTS2021_01383
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01175,BraTS2021_01175
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00606,BraTS2021_00606
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00246,BraTS2021_00246
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00238,BraTS2021_00238
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01094,BraTS2021_01094
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00797,BraTS2021_00797
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01346,BraTS2021_01346
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01126,BraTS2021_01126
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00417,BraTS2021_00417
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00805,BraTS2021_00805
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00104,BraTS2021_00104
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01405,BraTS2021_01405
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00793,BraTS2021_00793
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00155,BraTS2021_00155
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00557,BraTS2021_00557
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00283,BraTS2021_00283
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00791,BraTS2021_00791
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00414,BraTS2021_00414
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00496,BraTS2021_00496
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01455,BraTS2021_01455
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01657,BraTS2021_01657
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01536,BraTS2021_01536
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00148,BraTS2021_00148
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01556,BraTS2021_01556
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01403,BraTS2021_01403
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01338,BraTS2021_01338
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01225,BraTS2021_01225
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00704,BraTS2021_00704
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01046,BraTS2021_01046
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00477,BraTS2021_00477
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01355,BraTS2021_01355
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01573,BraTS2021_01573
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00659,BraTS2021_00659
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00403,BraTS2021_00403
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01042,BraTS2021_01042
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01473,BraTS2021_01473
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01374,BraTS2021_01374
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01203,BraTS2021_01203
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00526,BraTS2021_00526
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00838,BraTS2021_00838
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00084,BraTS2021_00084
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01138,BraTS2021_01138
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00478,BraTS2021_00478
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00087,BraTS2021_00087
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00150,BraTS2021_00150
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01561,BraTS2021_01561
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01037,BraTS2021_01037
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01595,BraTS2021_01595
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01146,BraTS2021_01146
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01614,BraTS2021_01614
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00689,BraTS2021_00689
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01335,BraTS2021_01335
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01004,BraTS2021_01004
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01003,BraTS2021_01003
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01084,BraTS2021_01084
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01488,BraTS2021_01488
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01365,BraTS2021_01365
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00656,BraTS2021_00656
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01229,BraTS2021_01229
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01540,BraTS2021_01540
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01183,BraTS2021_01183
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01219,BraTS2021_01219
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01535,BraTS2021_01535
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01148,BraTS2021_01148
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01482,BraTS2021_01482
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00733,BraTS2021_00733
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01662,BraTS2021_01662
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01218,BraTS2021_01218
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00240,BraTS2021_00240
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01416,BraTS2021_01416
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01065,BraTS2021_01065
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00494,BraTS2021_00494
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00774,BraTS2021_00774
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00310,BraTS2021_00310
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01015,BraTS2021_01015
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01093,BraTS2021_01093
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00784,BraTS2021_00784
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00577,BraTS2021_00577
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00294,BraTS2021_00294
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_00376,BraTS2021_00376
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01323,BraTS2021_01323
/home/work/3D_/seondeok/project/3d_segmentation/SegFormer3D/data/brats2021_seg/BraTS2021_training_data/BraTS2021_01077,BraTS2021_01077
